,name,2-7 keV Chandra,0.5-7 keV Chandra,1.2-2 keV Chandra,0.5-1.2 keV Chandra,0.2-0.5 keV Chandra,0.3-8 keV (Chandra),0.5-2 keV (Chandra),FUV (GALEX) AB,NUV (GALEX) AB,u (SDSS PSF) AB,g (SDSS PSF) AB,r (SDSS PSF) AB,i (SDSS PSF) AB,z (SDSS PSF) AB,W1 (WISE),W2 (WISE),W3 (WISE),W4 (WISE),2-10 keV (XMM),4.5 microns (IRAC),8.0 microns (IRAC),24 microns (MIPS),J (2MASS/CTIO),H (2MASS/CTIO),K_s (2MASS/CTIO),0.5-8 keV (Chandra),3.6 microns (IRAC),5.8 microns (IRAC),1-2 keV (Chandra)
0,2CXO J000002.8-251139,2.99325e-10,6.011000000000001e-14,3.16925e-14,4.5218e-15,2.87075e-14,,,,,,,,,,,,,,,,,,,,,,,,
1,2CXO J000002.9-350332,9.59905e-14,3.3944499999999997e-13,1.2026500000000004e-13,6.9369e-14,1.53025e-13,8.49e-13,,,,,,,,,,,,,,,,,,,,,,,
2,2CXO J000009.3+135618,,3.155e-15,1.6497499999999998e-15,5.941550000000001e-16,2.52175e-15,,1.7e-15,23.03583333333333,20.677475,19.218,18.893,18.445,18.331,18.11,15.19,14.507666666666665,10.901000000000002,8.420666666666666,,,,,,,,,,,
3,2CXO J000015.4+005246,,4.5161e-14,1.4839e-14,4.46645e-15,2.6982500000000003e-14,,,24.48245,21.7752,19.777,19.615,19.551,19.217,19.138,15.383,14.539333333333332,11.407000000000002,8.349666666666666,,,,,,,,,,,
4,2CXO J000021.0-250812,,8.675350000000002e-14,2.0088e-14,2.2664500000000002e-14,4.666400000000001e-14,,,,,,,,,,,,,,2e-14,201.29,290.77,1122.1999999999996,,,,,,,
5,2CXO J000026.1-250651,5.68885e-14,8.394750000000001e-14,9.487899999999999e-15,3.4573999999999997e-15,7.071849999999999e-14,,1.1059999999999999e-14,22.3506,22.33325,,,,,,16.563333333333333,16.216333333333335,11.911,8.629,1.097975e-14,,,,,,,,,,
6,2CXO J000026.2+134604,1.0992449999999999e-13,1.365e-13,4.1915e-14,2.0119e-14,8.06585e-14,,,20.94675,20.17375,19.3366,19.001600000000003,18.9182,19.0178,18.8406,15.289,14.605333333333334,11.705666666666668,8.065000000000001,,,,,,,,,,,
7,2CXO J000031.8-245458,1.86545e-14,5.2392e-14,1.5163999999999998e-14,9.330150000000001e-15,2.851550000000001e-14,,,,,,,,,,13.325,13.141666666666666,11.934333333333333,8.898666666666667,7.8e-14,,,,14.341,13.722000000000001,13.6425,,,,
8,2CXO J000102.4-245848,,4.80625e-14,1.0918500000000001e-14,9.63745e-15,2.8445e-14,,,,,,,,,,15.988333333333335,15.742333333333333,12.414333333333332,8.301,,,,,,,,,,,
9,2CXO J000111.1-100155,,7.88115e-14,7.86915e-15,1.9038999999999997e-14,5.5341e-14,1.2e-13,,23.0898,22.256500000000006,20.409000000000002,18.799000000000003,18.10128571428572,17.642571428571426,17.368714285714287,13.991,13.394666666666666,10.562666666666663,7.886,,,,,16.069000000000003,15.162,14.967,,,,
10,2CXO J000122.6-250017,1.6236055e-12,2.35525e-13,7.9909e-14,3.62185e-14,1.19095e-13,4.01e-13,,20.6686,19.63775,,,,,,15.074666666666667,13.997333333333332,11.558666666666667,8.459000000000001,1.45e-13,,,,,,,,,,
11,2CXO J000201.9+004541,2.9233e-14,9.93075e-14,1.80355e-14,1.4481999999999998e-14,7.407149999999998e-14,,,22.611425,20.280125,19.695,19.455,19.164,19.054,19.139,,,,,,,,,,,,-12.96,,,
12,2CXO J000230.7+004959,7.324400000000001e-14,1.41675e-13,5.6494000000000006e-14,2.88825e-14,5.6290999999999996e-14,4.05e-13,,22.55435,19.67865,19.0782,18.6706,18.136000000000006,17.976800000000004,17.9838,14.499333333333334,13.194666666666665,10.252666666666665,8.194333333333333,1.052e-13,,,,16.927,16.21,15.532,-12.859000000000002,,,
13,2CXO J000322.9-260318,2.761325e-14,4.628575e-14,1.3858e-14,8.687799999999999e-15,2.3958e-14,7.07e-14,,,,,,,,,13.957666666666668,13.560666666666668,10.348333333333334,7.532333333333334,,,,,16.15,15.741499999999998,14.8845,,,,
14,2CXO J000330.4-260121,,5.3666e-15,2.3762e-16,5.257224999999999e-16,5.090575e-15,,,,,,,,,,,,,,,,,,,,,,,,
15,2CXO J000338.9+160220,7.96445e-14,6.386300000000001e-13,1.7391500000000002e-13,1.0829000000000001e-13,3.59815e-13,,,20.5929,20.01765,18.799857142857142,17.90685714285714,17.31042857142857,16.814714285714285,16.659714285714287,12.128666666666666,11.294666666666664,8.645333333333333,6.360333333333332,,,,,15.1935,14.2395,13.562000000000001,,4330.0,6659.25,
16,2CXO J000354.2-255843,2.21154e-13,1.0103325e-14,1.033355e-14,3.4053500000000008e-15,3.7395e-15,5.83e-14,,,,,,,,,,,,,,,,,12.9645,12.406,12.1385,,,,
17,2CXO J000405.3-260343,1.827157209e-08,4.508825e-14,1.2483525e-14,1.563175e-14,2.0378999999999998e-14,,,,,,,,,,15.834666666666665,15.409666666666665,11.829,8.357999999999999,,,,,,,,,,,
18,2CXO J000512.1+000801,5.729449999999999e-13,5.778799999999999e-14,2.14975e-14,5.8381e-15,6.14145e-14,,,22.089000000000002,21.359,20.98,20.811,20.379,20.321,20.28,,,,,,,,,,,,,,,
19,2CXO J000513.5+000627,6.33925e-13,4.7541e-14,2.9742e-14,9.844599999999999e-15,5.0631e-14,,,,,20.187,17.697,16.183,14.718,13.949000000000002,11.445666666666668,11.265333333333333,11.207,8.546666666666667,,,,,12.459499999999998,11.8645,11.589000000000002,,,,
20,2CXO J000530.9+000950,3.4804e-14,6.857700000000002e-14,2.86785e-14,2.40865e-14,6.58635e-14,,,,,,,,,,,,,,,,,,,,,,,,
21,2CXO J000533.9+000751,,2.175e-13,1.2527999999999998e-14,1.3166e-14,1.8426e-13,,,,,21.334,18.798,17.305,16.529,16.072,13.852333333333334,13.799333333333333,11.934000000000001,8.677333333333333,,,,,14.735499999999998,14.07,13.9685,,,,
22,2CXO J000535.2+000022,,6.0709e-14,7.050799999999999e-15,9.95605e-15,4.6876999999999996e-14,8.53e-14,,23.0982,21.3611,21.049,20.655,20.575,20.507,20.034,14.921666666666667,14.218333333333335,12.020666666666665,8.487,,385.265,610.0699999999998,,,,,,,,
23,2CXO J000552.3-000655,,5.6889e-15,2.53955e-15,1.70595e-15,1.6176500000000002e-15,1.26e-14,4.2e-15,,,,,,,,16.648333333333333,16.466666666666665,12.104666666666667,8.262666666666666,,29.097666666666665,6.4585,29.238666666666663,,,,,23.20233333333334,22.163,
24,2CXO J000552.6-414511,1.060315e-12,1.0901e-12,7.856e-13,8.835850000000002e-14,2.663649999999999e-13,,,,,,,,,,6.983,6.3276666666666666,6.1770000000000005,6.027666666666666,,,,,,,,,,,
25,2CXO J000620.2+105152,1.499e-11,6.758479999999999e-13,1.361044e-13,1.3110976e-13,4.098630000000001e-13,5.06e-14,1.732e-12,,,,,,,,12.490666666666666,12.301666666666668,11.882333333333335,9.145333333333333,,,,,14.880999999999998,14.207,13.543,,,,
26,2CXO J000622.6-000424,7.071674999999998e-14,6.688475000000001e-13,1.4654e-13,1.110275e-13,4.0965249999999996e-13,,,22.234050000000003,20.790275,20.034,19.994,19.549,19.58,19.577,14.946,14.397333333333336,10.879666666666665,7.408333333333334,,353.04,769.02,3355.0,,,,-12.321,271.89,520.6,1.2534e-13
27,2CXO J000654.1-001533,2.11855e-14,5.1584000000000005e-14,1.52505e-14,1.1872e-14,2.99045e-14,9.8e-14,,22.3251,20.540725,18.625999999999998,18.3846,18.2104,17.903,17.8266,14.596666666666666,13.412,10.472333333333333,3.744666666666667,3.35e-14,,,,,,,-13.18,,,
28,2CXO J000659.2-001740,,2.9395e-14,1.0804000000000001e-14,6.1483999999999995e-15,1.32685e-14,4.56e-14,,23.7711,21.6019,19.587,19.553,19.551,19.442,19.276,,,,,,,,,,,,-13.47,,,
29,2CXO J000701.5+730308,3.77395e-15,4.5652999999999996e-14,7.4046e-15,6.439100000000001e-15,3.4984e-14,1.09e-13,,,,,,,,,,,,,,,,,,,,,,,1.84975e-14
30,2CXO J000701.9+730256,,4.39995e-15,2.78815e-16,6.842449999999998e-16,4.1049500000000006e-15,5.82e-15,,,,,,,,,,,,,,,,,,,,,,,
31,2CXO J000703.6+155423,,5.415250000000001e-13,4.416150000000001e-15,1.62995e-14,5.3583e-13,1.16e-12,,,,19.11,17.9785,17.227249999999998,16.45725,16.32925,11.608,10.592333333333334,7.7396666666666665,5.292666666666666,,,,60969.5,15.1225,14.137999999999998,13.082999999999998,,,,
32,2CXO J000856.7+155045,1.4861000000000005e-14,4.11555e-14,1.36405e-14,1.2289e-14,1.5654e-14,8.505e-14,,,,19.2784,19.0808,18.9676,18.714,18.607,15.288666666666666,14.394,11.184666666666667,8.124333333333333,,338.105,722.385,2120.4,,,,,219.61,487.05,
33,2CXO J001056.8-283942,,6.939549999999998e-14,1.81655e-14,8.574000000000002e-15,4.407e-14,,,21.922666666666668,21.889075,,,,,,16.543666666666667,15.643333333333334,11.924000000000001,8.716666666666667,,,,,,,,,,,
34,2CXO J001058.5-284047,,6.0188e-15,4.4156e-15,3.8717e-15,8.5821e-15,,,,,,,,,,16.118666666666666,16.048666666666666,11.997666666666667,8.837000000000002,,,,,,,,,,,
35,2CXO J001106.5-120627,,1.44095e-13,1.8461500000000002e-14,1.39265e-14,1.19915e-13,1.3800000000000002e-13,7e-14,,,,2.35e-14,,,,,,,,2.10975e-13,20252.413333333334,5.09,1903300.0,12.103,11.183,10.599,,9.55,7.74,
36,2CXO J001115.2+144601,8.561750000000001e-14,2.434050000000001e-13,6.9639e-14,4.0988e-14,1.4328499999999998e-13,3.829999999999999e-13,1.192e-13,,,23.890000000000004,22.1292,19.6444,18.302,18.1338,14.905999999999999,14.500666666666666,11.396333333333333,8.350666666666667,,,,,,,,-12.58,,,
37,2CXO J001240.2-302226,3.91519e-13,1.2286500000000005e-13,3.9975500000000006e-14,1.876975e-14,6.34075e-14,,,21.73075,21.191,,,,,,,,,,,,,,,,,,,,
38,2CXO J001247.1+001238,1.2586499999999999e-14,9.0116e-15,3.06235e-15,1.9710000000000003e-15,5.8808e-15,,,24.378500000000006,21.1894,19.689,19.4666,19.2774,19.030800000000006,18.8014,15.703,15.193,11.458666666666668,7.603666666666666,,,,,,,,-13.73,,,
39,2CXO J001306.1+000431,6.407750000000002e-15,2.10835e-14,5.2046999999999996e-15,3.5133499999999998e-15,1.39265e-14,2.8e-14,,,,19.0464,18.6516,18.5096,18.4848,18.302,14.479333333333335,13.712666666666665,11.022,8.261666666666667,,,,,17.307000000000002,16.192,16.225,-13.825999999999999,,,
40,2CXO J001317.4-000635,3.3985000000000006e-14,1.421e-13,3.1972500000000006e-14,2.4619e-14,8.691049999999998e-14,,,21.9319,21.31815,20.856,20.092,20.025,19.941,19.596,14.522666666666666,13.939,11.168333333333335,8.404666666666666,,,,,,,,,,,
41,2CXO J001321.5-301715,7.497e-15,3.2644999999999996e-14,7.44565e-15,5.94375e-15,1.88095e-14,7.28e-14,,23.35625,22.685450000000003,,,,,,15.772666666666666,15.437666666666667,11.889333333333333,8.350666666666667,,,,,,,,,,,
42,2CXO J001331.1+405137,1.7397000000000002e-13,1.68275e-12,4.08515e-13,3.0560000000000003e-13,9.865299999999998e-13,2.62e-12,1.61e-12,21.141150000000003,21.01905,,,,,,12.755666666666668,11.806333333333333,9.052,6.466666666666666,,,,,16.154,15.214,14.592,,,,
43,2CXO J001332.3-272610,2.8946e-14,5.747700000000002e-14,3.87345e-15,5.94045e-15,4.9972500000000005e-14,,,,,,,,,,14.754666666666665,14.277999999999999,11.710666666666668,8.525666666666666,,,,,,,,,,,
44,2CXO J001404.4-302504,1.809725e-14,9.8952e-14,2.6191250000000002e-14,1.753025e-14,5.690675e-14,1.3800000000000002e-13,,24.12865,21.1116,,,,,,15.229333333333335,14.255333333333333,11.248,8.428333333333335,,,,,,,,9.324e-14,,,
45,2CXO J001414.3-302239,2.1023000000000002e-16,1.88605e-14,5.190750000000001e-16,5.06555e-16,1.802925e-14,1.4e-14,,,,,,,,,14.426333333333332,14.058666666666667,11.565333333333333,8.267000000000001,,201.23,356.48,918.875,,,,7.109999999999998e-15,194.145,207.47,
46,2CXO J001424.2-301505,8.647767500000001e-15,3.876525e-14,6.00345e-15,7.6514e-15,2.251175e-14,7.95e-14,,22.2072,21.58235,,,,,,16.770333333333333,15.516333333333336,12.156333333333334,9.385,,,,,,,,6.487e-14,,,
47,2CXO J001438.3-010751,,5.919199999999999e-14,2.91188e-14,8.0512e-15,2.49655e-14,5.45e-14,,26.58175,23.45735,19.8506,19.3936,18.9736,18.4872,18.3736,15.106,13.617333333333333,10.682333333333332,7.6163333333333325,,,,,,,,,,,
48,2CXO J001445.7-391435,2.309425e-13,2.85515e-13,1.948375e-13,4.96485e-14,4.128075e-14,,,,,,,,,,,,,,,,,,,,,,,,
49,2CXO J001457.1-302645,3.7079999999999995e-15,1.5891499999999997e-14,4.3006000000000005e-15,2.8332e-15,9.3071e-15,3.25e-14,,21.73665,21.18945,,,,,,17.06833333333333,15.680333333333335,12.063666666666668,8.502333333333333,,,,,,,,,,,
50,2CXO J001504.3-005439,4.3225e-14,1.5226e-13,6.52375e-14,2.7774e-14,6.0711e-14,2.56e-13,,19.742575,19.0802,18.777,18.329,18.411,18.293,18.387,14.059000000000001,12.951333333333332,10.512666666666666,6.871666666666667,,,,,16.9905,16.596,16.0915,,,,
51,2CXO J001506.8-302433,2.669425e-15,3.539675e-14,1.17482e-14,7.172750000000001e-15,1.90665e-14,5.94e-14,,22.7264,21.3347,,,,,,15.504666666666667,14.796333333333333,11.587666666666667,8.892000000000003,,,,,,,,,,,
52,2CXO J001527.9-390508,4.2329149999999996e-14,7.759325000000003e-15,8.929275e-16,8.51525e-16,5.9779e-15,7.415e-15,,,,,,,,,,,,,,324.98,143.85500000000005,,15.640999999999998,15.1195,15.048,,,,
53,2CXO J001548.3-391839,5.0452999999999986e-14,4.76815e-14,1.6304499999999998e-14,1.08175e-14,2.22195e-14,8.315e-14,,,,,,,,,,,,,,131.04,53.12050000000001,62.5795,16.1605,15.685,15.517999999999999,,207.365,91.6755,
54,2CXO J001606.1-010209,,7.43315e-14,4.5624e-14,1.1133e-14,1.74e-14,,,21.24835,21.06255,20.346666666666664,15.07025,19.565666666666672,19.283666666666665,18.846666666666668,14.851666666666665,14.154666666666666,11.034,8.322000000000001,,,,,,,,,,,
55,2CXO J001702.0+320921,3.88285e-13,3.9575999999999997e-13,9.2999e-14,8.379950000000001e-14,2.30455e-13,,,,,,,,,,,,,,,,,,,,,,,,
56,2CXO J001710.9-271435,4.9218000000000004e-15,9.3451e-14,1.6268000000000003e-14,1.75835e-14,5.9772e-14,,,,,,,,,,,,,,,,,,,,,,,,
57,2CXO J001801.6+163426,,1.5638999999999997e-14,1.9215650000000003e-15,2.4039000000000007e-15,1.20065e-14,1.98e-14,,23.7066,23.323,,,,,,15.452333333333335,15.067666666666668,11.27,8.156666666666666,,,,524.605,,,,1.213e-14,,,
58,2CXO J001821.8+161942,6.2361e-13,1.7054e-14,9.241e-15,5.3201e-15,3.785500000000001e-15,4.01e-14,8.098100000000001e-15,23.71395,22.6348,,,,,,,,,,2.5778500000000003e-15,,,,,,,2.481e-14,,,
59,2CXO J001822.5+300446,,3.05855e-14,1.09625e-15,8.974550000000001e-16,2.929100000000001e-14,2.45e-14,,,,,,,,,10.687333333333333,10.709333333333333,8.789,6.7683333333333335,,,,,13.061,12.3475,12.0185,,,,
60,2CXO J001823.5+300347,,6.6132e-15,6.7384000000000016e-15,4.9898e-16,,1.19e-14,,,,,,,,,10.726333333333336,10.776333333333335,10.123,8.569666666666668,,,,,12.7455,12.081,11.761,,,,
61,2CXO J001827.0+162859,5.751299999999998e-16,9.33095e-15,1.27065e-15,1.98135e-15,6.169450000000001e-15,1.5e-14,2.982e-15,,,,,,,,,,,,9.420499999999999e-15,,,,,,,9.26e-15,,,
62,2CXO J001828.6+163417,2.15135e-14,7.548950000000001e-15,1.9952e-15,1.81235e-15,4.00285e-15,1.22e-14,,23.71685,22.688375,,,,,,16.923999999999996,15.508666666666665,11.401333333333335,8.465333333333334,,118.815,243.96,826.0899999999998,,,,8.06e-15,,,
63,2CXO J001831.3+162042,1.5258e-14,4.2218e-14,8.61895e-15,8.834850000000001e-15,2.49655e-14,6.17e-14,,,,,,,,,,,,,,,,218.565,,,,3.879e-14,,90.09899999999999,
64,2CXO J001832.0+162925,2.8288e-14,1.29975e-13,4.562e-14,2.40545e-14,5.9052e-14,8.25e-13,5.2702499999999997e-14,19.591125,19.174125,,,,,,,,,,3.42624e-14,,,3979.15,,,,2.3376999999999997e-13,,,
65,2CXO J001833.4+163153,2.6406999999999997e-15,3.1632e-14,7.4778e-15,5.6635000000000014e-15,1.8001499999999997e-14,4.54e-14,,,,,,,,,,,,,,86.8235,179.53,629.985,,,,3.024e-14,,,
66,2CXO J001837.3+163446,2.04205e-15,1.4678e-14,5.18035e-15,3.1339000000000003e-15,6.6549500000000006e-15,2.81e-14,6.9269000000000006e-15,23.177,23.51665,,,,,,16.369,15.571,11.732333333333335,8.467666666666668,6.078375e-15,116.415,239.41,531.685,,,,1.826e-14,,,
67,2CXO J001837.4+163756,1.1912000000000001e-15,1.5012000000000003e-14,3.6202500000000004e-15,4.39375e-15,7.271100000000001e-15,3.2e-14,1.14e-14,23.5831,22.86865,,,,,,17.118,15.990666666666668,12.016666666666666,8.462000000000002,1.6319e-14,,,,,,,1.625e-14,,,
68,2CXO J001845.7+163345,1.4046e-15,4.9752500000000013e-14,7.6896e-15,8.995999999999999e-15,3.39565e-14,6.32e-14,7.48745e-15,,,,,,,,15.624666666666664,15.306333333333333,12.046666666666667,8.333,7.557174999999999e-15,88.745,62.6935,,,,,4.233e-14,,,
69,2CXO J001850.1+162755,7.75119e-15,1.6699e-14,3.8504e-15,3.7693500000000004e-15,9.38025e-15,2.66e-14,8.395e-15,,,,,,,,,,,,8.042500000000002e-15,91.31675,112.56275,374.4885,,,,1.73e-14,61.90350000000001,87.74600000000002,
70,2CXO J001854.8+162952,4.10975e-16,7.74875e-15,2.1173500000000004e-15,1.403e-15,4.5068000000000006e-15,1.36e-14,,,,,,,,,,,,,,38.3955,99.409,283.0499999999999,,,,7.98e-15,23.546,83.4425,
71,2CXO J001859.8+162648,9.78255e-15,5.515e-14,1.07045e-14,1.12585e-14,3.3712e-14,7.87e-14,,23.59995,22.260875,,,,,,16.058666666666667,15.129000000000001,11.590666666666666,8.486333333333333,,128.065,267.385,738.37,,,,5.3239999999999996e-14,83.7025,213.815,
72,2CXO J001954.3+155741,1.5037e-13,6.850000000000001e-13,2.5642999999999995e-13,1.294e-13,2.93975e-13,,,,,18.353571428571428,17.785,17.262571428571427,16.84585714285714,16.647714285714287,13.378,12.739333333333335,10.03,7.223333333333333,,,,,15.296499999999998,14.628,14.0165,,,,
73,2CXO J002010.8+213252,5.4028e-15,3.8433999999999987e-14,1.1354000000000001e-14,9.5142e-15,1.7305999999999998e-14,8.11e-14,,20.51005,19.7656,,,,,,14.185333333333332,12.919666666666664,9.683,7.5859999999999985,,,,,16.059,15.392999999999999,15.2725,,,,
74,2CXO J002025.2+154054,1.95605e-14,2.6219e-13,4.80005e-14,4.3320999999999995e-14,1.76245e-13,3.43e-13,,,,17.8496,17.656200000000005,17.4432,17.1916,17.0028,13.974333333333332,12.991666666666667,10.163,8.155000000000001,,1099.15,2306.0,4035.1,16.1845,15.550999999999998,14.544,-12.609000000000002,881.635,1611.1,
75,2CXO J002028.9+153436,7.611900000000001e-14,9.3679e-14,1.73575e-14,1.57935e-14,6.17575e-14,,,,21.6605,19.137,18.8888,18.7938,18.47,18.3716,15.343000000000002,13.965333333333335,10.671,7.982666666666668,,,,,,,,,262.015,767.4300000000002,
76,2CXO J002034.6-705526,4.806e-15,1.0789000000000001e-13,5.088800000000001e-16,3.1801500000000002e-15,1.09345e-13,6.18e-14,6.9999999999999986e-15,22.1357,21.50925,,1.7399999999999999e-15,,,,13.039666666666667,10.913666666666666,7.668666666666668,4.939,1.5e-13,,,,16.796,15.954,14.854,,1624.0999999999995,14818.666666666664,
77,2CXO J002037.9+284231,1.69365e-14,2.1255500000000002e-13,5.49345e-14,4.17655e-14,1.1828e-13,3.8e-13,,,,,,,,,14.56,13.890999999999998,11.071666666666665,7.972333333333332,,,,,,,,,,,
78,2CXO J002038.7-693731,,2.44535e-13,1.63575e-13,4.1471000000000015e-14,4.2898e-14,1.25e-12,,,,,,,,,,,,,,,,,,,,,,,
79,2CXO J002038.9-693729,1.1293499999999999e-13,1.3878e-13,9.60955e-14,3.45675e-14,9.0345e-15,7.789999999999999e-13,,,,,,,,,,,,,,,,,,,,,,,
80,2CXO J002101.0+005248,,1.0992e-14,1.87101e-15,2.59985e-15,6.6389499999999995e-15,1.92e-14,,,,17.666714285714285,13.58455555555556,17.649142857142856,17.130714285714287,17.589142857142857,13.548666666666668,12.713666666666667,9.468333333333334,6.172000000000001,,,,,16.9,16.392,15.088,,,,
81,2CXO J002108.4+004057,6.2708e-11,1.36685e-13,3.2935e-14,1.6545e-14,9.2166e-14,,,25.13735,20.63945,19.541,19.479,19.232,19.042,19.198,15.655999999999999,14.720999999999998,11.948,8.65933333333333,,,,,,,,,,,
82,2CXO J002127.3-020333,2.5206999999999997e-15,2.3994499999999998e-14,3.99975e-15,1.25635e-14,9.28e-15,4.39e-14,,,,,,,,,14.194666666666668,13.383333333333333,9.934333333333333,8.025,,,,,16.015,15.4695,15.454,,,,
83,2CXO J002133.2+004301,,8.109225e-14,2.484175e-14,1.1433225e-14,4.8021499999999995e-14,1.88e-13,,24.653875,18.577425,17.9326,17.8502,17.576599999999996,17.477,17.4904,13.995333333333335,12.729666666666665,9.842333333333332,7.547666666666667,,,,,16.573,16.109,15.5045,,,,
84,2CXO J002140.9+003841,,4.4497250000000005e-13,6.052874999999998e-14,4.7957e-14,3.2961750000000003e-13,1.17e-12,,20.805425,20.3421,19.340142857142858,14.808777777777774,18.252857142857145,17.920714285714286,17.529857142857143,13.856333333333335,13.370333333333335,10.49,8.33,,,,,16.3435,15.4005,14.4755,,,,
85,2CXO J002146.3+003900,,7.863625e-14,3.782075e-14,1.9553e-14,2.6583249999999997e-14,1.76e-13,,19.859125,19.270850000000006,18.7736,8.769,18.6542,18.618,18.7476,14.176666666666668,13.18,10.812000000000001,8.25,,,,,,,,,,,
86,2CXO J002209.9+001629,1.9659000000000002e-14,5.4376999999999995e-14,2.2052000000000004e-14,8.310449999999999e-15,2.49555e-14,8.25e-14,,19.390275,18.96225,18.3214,7.603875000000001,18.0744,17.9322,17.9496,14.038666666666666,12.872666666666666,10.043,7.556333333333334,2.82e-14,,,,,,,,,,
87,2CXO J002227.4+012412,,2.4429499999999998e-14,1.4987e-15,3.0261999999999998e-15,2.0678e-14,2.05e-14,,,,,,,,,14.153333333333334,12.954666666666665,9.519666666666666,7.490333333333332,,,,8.74,16.435000000000002,15.4765,14.9875,-13.498,,,
88,2CXO J002235.5+012203,2.7519e-14,1.98615e-13,3.1731000000000004e-14,3.4891e-14,1.3476499999999996e-13,4.2e-13,,21.7931,21.13935,,,,,,14.679333333333332,14.238666666666667,11.071666666666667,8.073333333333332,,,,2793.95,17.166999999999998,16.2115,15.325999999999999,,,,
89,2CXO J002255.1+001907,7.920499999999999e-16,1.7952999999999998e-14,1.8459e-15,3.14755e-15,1.3962000000000001e-14,2.47e-14,,,,,,,,,,,,,,,,,,,,,,,
90,2CXO J002257.6+614107,2.76795e-14,5.649e-12,3.462e-13,6.14205e-13,4.76315e-12,9.03e-12,,,,,,,,,,,,,,,,,15.1265,15.057,14.777,,,,
91,2CXO J002301.4-275238,2.8043e-15,2.92915e-14,1.0952500000000001e-14,7.136999999999997e-15,1.0868e-14,5.400000000000001e-14,,21.48815,20.8563,,,,,,15.726333333333335,14.723666666666665,11.766333333333336,8.405666666666669,,,,,,,,,,,
92,2CXO J002305.0-010743,1.0024400000000001e-13,2.5424e-13,9.29445e-14,6.14205e-14,1.0634e-13,6.18e-13,,19.7416,19.533925,18.714285714285715,11.621999999999998,17.852714285714285,17.539142857142856,17.419285714285714,14.147666666666666,13.578666666666667,10.319333333333333,8.149666666666667,,,,,16.686999999999998,15.604000000000001,15.226,,,,
93,2CXO J002316.8+092323,2.09275e-15,1.7529499999999997e-14,1.2715500000000001e-14,2.7425e-15,1.9699000000000003e-15,2.4e-14,,,,,,,,,,,,,,,,,,,,,,,
94,2CXO J002317.0-275319,6.01385e-15,3.61495e-14,6.171800000000001e-15,7.382050000000002e-15,2.38255e-14,5.83e-14,,,,,,,,,16.317333333333334,16.184666666666665,12.179,8.462000000000002,,,,,,,,,,,
95,2CXO J002319.7+092055,6.078199999999999e-13,2.18085e-13,1.8040999999999999e-13,2.54445e-14,1.009735e-14,3.45e-13,,,,,,,,,,,,,,,,,,,,,,,
96,2CXO J002319.8-715853,5.570000000000001e-16,5.1401499999999996e-14,3.25145e-15,9.18015e-15,3.9544e-14,6.36e-14,,,,,,,,,,,,,,,,,,,,,,,
97,2CXO J002332.4-011445,3.49415e-14,8.696e-13,2.4635999999999997e-13,1.44995e-13,5.08825e-13,,1.28e-12,18.432575,17.94835,17.26,16.977999999999998,17.082,16.995,16.871,12.996333333333334,11.980333333333334,9.635666666666664,7.355666666666667,,,,10764.0,16.111,15.4505,14.655,,,,
98,2CXO J002342.3+002041,3.109790000000001e-14,1.13915e-13,7.239650000000001e-15,1.6961e-14,9.20065e-14,,,,,19.7264,19.3328,19.0066,19.0224,18.9384,14.972,14.095,11.269666666666668,8.232999999999999,,,,,,,,,,,
99,2CXO J002350.3-720431,,4.0534999999999997e-16,,,1.1108e-16,2.02e-15,,,,,,,,,,,,,,,,,,,,,,,
100,2CXO J002353.9-720350,9.3033e-15,1.5976499999999998e-14,8.59555e-15,2.9858499999999998e-15,4.43035e-15,5.68e-14,,,,,,,,,,,,,,,,,,,,,,,
101,2CXO J002354.5-720530,1.48595e-16,7.359e-16,5.32765e-16,1.1332500000000002e-16,2.0000499999999998e-16,2.3399999999999998e-15,,,,,,,,,,,,,,,,,,,,,,,
102,2CXO J002357.6-720502,2.20395e-15,2.1394e-14,4.5188e-15,3.614e-15,1.33115e-14,4.67e-14,,,,,,,,,,,,,,,,,,,,,,,
103,2CXO J002359.4-720358,5.348300000000001e-16,2.8991499999999998e-15,9.03125e-16,4.2638e-16,1.7562e-15,4.870000000000001e-15,,,,,,,,,,,,,,,,,,,,,,,
104,2CXO J002359.4-720438,3.136625e-16,5.138050000000002e-16,4.166149999999999e-16,9.855374999999997e-17,1.134325e-16,1.97e-15,,,,,,,,,,,,,,,,,,,,,,,
105,2CXO J002400.6-720554,,2.2183e-15,,,1.31985e-15,3.97e-15,,,,,,,,,,,,,,,,,,,,,,,
106,2CXO J002400.9-720453,3.88595e-14,2.1091999999999997e-13,1.1055999999999999e-13,5.726699999999999e-14,4.2981999999999997e-14,9.49e-13,,,,,,,,,,,,,,,,,,,,,,,
107,2CXO J002401.3-720448,,6.7188e-16,,,2.0764999999999998e-16,2.31e-15,,,,,,,,,,,,,,,,,,,,,,,
108,2CXO J002401.4-720441,2.9650499999999997e-16,5.726149999999999e-16,5.38695e-16,1.31565e-16,1.0792e-16,1.82e-15,,,,,,,,,,,,,,,,,,,,,,,
109,2CXO J002401.4-720504,,1.598325e-16,,,1.27035e-16,1.0699999999999998e-15,,,,,,,,,,,,,,,,,,,,,,,
110,2CXO J002402.1-720450,,4.5644e-16,,,1.9039e-16,,,,,,,,,,,,,,,,,,,,,,,,
