,name,2-7 keV Chandra,0.5-7 keV Chandra,1.2-2 keV Chandra,0.5-1.2 keV Chandra,0.2-0.5 keV Chandra,0.3-8 keV (Chandra),0.5-2 keV (Chandra),FUV (GALEX) AB,NUV (GALEX) AB,u (SDSS PSF) AB,g (SDSS PSF) AB,r (SDSS PSF) AB,i (SDSS PSF) AB,z (SDSS PSF) AB,W1 (WISE),W2 (WISE),W3 (WISE),W4 (WISE),2-10 keV (XMM),4.5 microns (IRAC),8.0 microns (IRAC),24 microns (MIPS),J (2MASS/CTIO),H (2MASS/CTIO),K_s (2MASS/CTIO),0.5-8 keV (Chandra),3.6 microns (IRAC),5.8 microns (IRAC),1-2 keV (Chandra)
2917,2CXO J053829.1-023602,,,,,,,,,,,,,,,,,,,,4413.799999999998,1703.1,122.78,12.6245,11.8855,11.6875,,7205.799999999998,2950.7,4.8659500000000006e-14
2918,2CXO J053831.5-023514,,,,,,,,,,,,,,,,,,,,32398.0,,29699.0,11.512,10.7115,10.3405,,,23139.0,3.85605e-14
2919,2CXO J053832.8-023539,,,,,,,,,,,,,,,,,,,,10116.5,3992.85,1056.625,11.548,10.8925,10.7325,,13034.0,7045.05,2.61955e-13
2920,2CXO J053833.3-023617,,,,,,,,,,,,,,,,,,,,7560.3,2938.9,123.345,12.0585,11.3025,11.116,,,4903.6,1.6113499999999995e-14
2921,2CXO J053834.0-023637,,,,,,,,,,,,,,,,,,,,10537.5,,13868.5,11.987000000000002,11.3325,11.069,,12367.0,7395.200000000002,1.14645e-14
2922,2CXO J053834.2-023415,,,,,,,,,,,,,,,,,,,,44565.5,18077.5,2437.15,8.779,8.8275,8.774999999999999,,,,4.49815e-14
2923,2CXO J053834.6-685306,2.786495e-11,1.858825e-12,1.07539e-12,3.8121e-13,4.2264750000000004e-13,,,,,,,,,,8.297666666666666,8.303666666666668,7.559,5.318666666666666,,82005.0,,7841.8,8.8835,8.4535,8.376999999999999,,143605.0,56578.5,
2924,2CXO J053835.8-023043,,,,,,,,,,,,,,,,,,,,12704.5,5243.0,582.4300000000002,11.255999999999998,10.6005,10.4275,,,8161.0,1.83895e-13
2925,2CXO J053835.8-024350,,,,,,,,,,,,,,,8.799666666666667,8.335333333333333,7.538333333333334,5.861999999999999,,70637.0,,102.281,10.4455,9.7265,9.31,,,,1.7306000000000005e-13
2926,2CXO J053838.0-690543,1.64227e-15,1.78395e-15,3.238425e-16,6.2263e-16,9.917625e-16,5.57e-15,,,,,,,,,,,,,,,,,14.117,14.43,14.357999999999999,,,,3.501e-15
2927,2CXO J053838.2-023638,,,,,,,,,,,,,,,,,,,,15416.0,5862.3,166.92000000000004,11.1615,10.4665,10.304,,,9305.35,2.11765e-13
2928,2CXO J053838.4-023455,,,,,,,,,,,,,,,,,,,,40010.5,,,9.911,9.2795,9.1105,,,,6.9798e-13
2929,2CXO J053839.7-024019,,,,,,,,,,,,,,,,,,,,1814.2,678.0999999999998,104.2965,13.7405,13.1165,12.9085,,2614.3,1198.35,6.6264499999999994e-15
2930,2CXO J053840.2-023018,,,,,,,,,,,,,,,,,,,,30898.0,,55229.5,11.514500000000002,10.764499999999998,10.4,,,26827.0,6.69915e-13
2931,2CXO J053840.2-690559,3.2880333333333334e-15,3.368725e-14,6.502775e-15,1.009365e-14,1.76005e-14,1.21e-13,,,,,,,,,,,,,,,,,,,,,,,9.941e-14
2932,2CXO J053841.2-023722,,,,,,,,,,,,,,,,,,,,12233.5,4810.6,164.68,11.473499999999998,10.7935,10.595,,12454.0,7496.65,1.4689000000000002e-13
2933,2CXO J053841.3-023644,,,,,,,,,,,,,,,,,,,,3249.100000000001,1198.25,164.97,13.0015,12.299500000000002,12.065,,4593.299999999998,2431.05,1.5530500000000003e-14
2934,2CXO J053841.5-690556,3.1623e-15,1.7629000000000001e-15,6.448700000000002e-16,5.693675e-16,4.505124999999999e-16,,,,,,,,,,,,,,,,,,11.902999999999999,10.776,10.647,,,,3.4076999999999996e-14
2935,2CXO J053841.8-690614,1.5359075e-15,9.839174999999999e-16,2.183375e-16,4.689325000000002e-16,3.79065e-16,,,,,,,,,,,,,,,,,,11.140999999999998,11.538,10.855,,,,5.7267e-15
2936,2CXO J053842.1-690555,5.5647e-15,3.87585e-15,9.3407e-16,1.6275500000000002e-15,1.31668e-15,,,,,,,,,,,,,,,,,,,,,,,,2.4616e-14
2937,2CXO J053842.3-690458,1.2140475e-14,5.764e-15,1.5741250000000001e-15,2.32135e-15,1.8398e-15,2.25e-14,,,,,,,,,,,,,,,,,11.541999999999998,11.479500000000002,11.4585,,,,1.6591999999999998e-14
2938,2CXO J053842.3-690602,3.5988e-15,4.9537999999999984e-14,1.307435e-14,1.4225749999999998e-14,2.3557749999999997e-14,,,,,,,,,,,,,,,,,,,,,,,,8.2284e-13
2939,2CXO J053842.9-690604,1.9775749999999998e-15,4.731975e-14,4.7522e-15,1.2561e-14,3.095475e-14,,,,,,,,,,,,,,,,,,,,,,,,
2940,2CXO J053843.3-023200,,,,,,,,,,,,,,,,,,,,7180.200000000002,2699.05,80.58250000000002,12.2475,11.63,11.3495,,9931.7,4557.85,1.2464e-14
2941,2CXO J053843.5-023325,,,,,,,,,,,,,,,,,,,,10969.0,4317.25,94.7345,11.7025,10.9875,10.759,,,6924.9,3.2952499999999995e-13
2942,2CXO J053844.1-690556,1.21799e-14,1.0452e-14,3.21545e-15,2.8418e-15,3.9866e-15,2.89e-14,,,,,,,,,,,,,,,,,,,,,,,4.0012e-14
2943,2CXO J053844.2-023233,,,,,,,,,,,,,,,,,,,,19279.0,8073.75,83.1495,10.875,10.1675,10.01,,,11460.0,3.92685e-13
2944,2CXO J053844.2-024019,,,,,,,,,,,,,,,,,,,,30046.5,,65832.0,11.365,10.6795,10.4395,,,24015.0,2.0899499999999998e-13
2945,2CXO J053844.3-690554,5.074410000000001e-15,8.6884e-15,1.6017749999999999e-15,2.2890750000000002e-15,4.756275e-15,2.54e-14,,,,,,,,,,,,,,,,,,,,,,,1.9933000000000003e-14
2946,2CXO J053844.7-023559,,,,,,,,,,,,,,,,,,,,2956100.0,,,4.752,4.641,4.49,,,,3.9696e-12
2947,2CXO J053845.3-024159,,,,,,,,,,,,,,,10.673333333333334,10.320666666666666,8.096333333333334,5.472333333333334,,13723.0,17054.5,26523.0,11.968,11.2855,10.997,,15657.5,12006.0,6.162899999999999e-14
2948,2CXO J053847.1-023540,,,,,,,,,,,,,,,,,,,,,,,6.974,6.954,6.952000000000001,,,,4.0132e-13
2949,2CXO J053847.4-023525,,,,,,,,,,,,,,,,,,,,19373.0,,135.805,11.655,10.963,10.7075,,,,5.3851e-14
2950,2CXO J053847.9-023719,,,,,,,,,,,,,,,,,,,,28549.0,,168.575,11.8575,11.075999999999999,10.6835,,,20444.0,4.42775e-14
2951,2CXO J053848.0-022713,,,,,,,,,,,,,,,,,,,,,,53556.0,10.1575,9.4615,9.161,,84609.0,72571.0,2.76585e-13
2952,2CXO J053848.6-023615,,,,,,,,,,,,,,,,,,,,6907.65,2523.5,170.165,12.1195,11.379000000000001,11.1725,,,5104.799999999998,7.030749999999998e-14
2953,2CXO J053849.1-023822,,,,,,,,,,,,,,,,,,,,,,,11.394000000000002,10.6705,10.503,,,,1.5088500000000004e-13
2954,2CXO J053849.2-024124,,,,,,,,,,,,,,,,,,,,,,,11.6755,11.001,10.7205,,,,2.44545e-14
2955,2CXO J053850.0-023735,,,,,,,,,,,,,,,,,,,,3505.350000000001,1298.1,158.20499999999996,13.046,12.368,12.122,,4776.450000000002,2494.45,2.1291499999999998e-14
2956,2CXO J053850.8-283757,4.49275e-15,4.0673e-14,2.1766e-14,5.0505e-15,1.5126000000000005e-14,1.75e-13,,22.68435,21.788,,,,,,16.632,15.928333333333335,12.368,8.671333333333335,3e-14,79.6815,181.745,952.695,,,,,61.332,119.635,
2957,2CXO J053851.4-023620,,,,,,,,,,,,,,,,,,,,6142.15,2615.0,175.375,12.450999999999999,11.812000000000001,11.5335,,7020.35,4540.9,3.4487e-14
2958,2CXO J053851.5-283948,2.48595e-15,5.838949999999999e-14,5.1264499999999995e-15,9.3902e-15,4.6814e-14,6.900000000000001e-14,,,,,,,,,16.094333333333335,15.958,12.077666666666666,8.884666666666666,2.8500000000000005e-14,100.43,178.56333333333333,763.4666666666666,,,,,86.92133333333334,116.88333333333333,
2959,2CXO J053852.0-024643,,,,,,,,,,,,,,,10.205333333333334,9.905,7.275333333333332,5.116666666666666,,18701.0,,71428.5,11.5185,10.777999999999999,10.412,,17924.0,17130.0,1.7253000000000005e-13
2960,2CXO J053853.0-023853,,,,,,,,,,,,,,,,,,,,10735.0,4006.2,158.985,11.6315,11.033,10.822000000000001,,12973.0,7346.25,1.5562999999999998e-14
2961,2CXO J053853.1-024353,,,,,,,,,,,,,,,,,,,,6764.049999999998,2579.4,408.66,12.1905,11.471999999999998,11.2555,,,4567.65,1.6582999999999999e-13
2962,2CXO J053853.3-023322,,,,,,,,,,,,,,,,,,,,23015.5,9750.15,2360.9,10.5975,9.9205,9.7425,,,15529.5,3.71135e-13
2963,2CXO J053854.0-024928,,,,,,,,,,,,,,,,,,,,15573.5,5856.0,688.8900000000001,10.838,10.3055,10.126,,,11954.0,2.93885e-13
2964,2CXO J053854.5+261856,5.1730999999999994e-14,2.478556e-12,5.01884e-14,1.78409e-13,2.3195900000000002e-12,5.62e-12,,,,,,,,,7.597666666666666,7.031000000000001,6.235666666666668,5.306,,,,,8.368,8.272,8.1765,,,,
2965,2CXO J053859.0-024713,,,,,,,,,,,,,,,,,,,,62364.5,,64757.5,11.293,10.665999999999999,10.356000000000002,,,,8.42365e-14
2966,2CXO J053900.5-023938,,,,,,,,,,,,,,,,,,,,6469.299999999998,2381.45,159.445,11.6705,11.223499999999998,11.095999999999998,,7823.4,4540.549999999998,7.85705e-14
2967,2CXO J053901.1-023638,,,,,,,,,,,,,,,,,,,,2073.15,762.65,97.79700000000001,13.5385,12.874,12.5925,,3115.8,1404.2,6.37035e-15
2968,2CXO J053902.7-022955,,,,,,,,,,,,,,,,,,,,4738.25,1788.9,210.36,12.6115,11.9845,11.6795,,5253.6,3263.35,4.2932e-14
2969,2CXO J053905.2-023300,,,,,,,,,,,,,,,,,,,,2286.7,886.86,97.689,13.3845,12.72,12.463,,3592.3,1667.6999999999996,1.1069499999999999e-14
2970,2CXO J053905.3-023230,,,,,,,,,,,,,,,10.592999999999998,10.594333333333333,10.203,8.217,,9441.9,3940.3,559.15,11.5525,10.842,10.672,,11554.5,6651.65,8.189300000000002e-14
2971,2CXO J053905.5-283316,,7.843150000000002e-14,9.9327e-15,1.62915e-14,5.36125e-14,3.06e-13,,,,,,,,,14.804333333333336,14.034,11.053666666666668,8.495333333333333,1.11e-13,,,1584.6999999999996,,,,,222.29,409.78,
2972,2CXO J053907.5-023239,,,,,,,,,,,,,,,9.831,9.623666666666667,8.488000000000001,5.208333333333333,,21128.0,10599.0,64705.5,11.294,10.5765,10.2695,,,13155.5,9.7783e-14
2973,2CXO J053908.9-023958,,,,,,,,,,,,,,,,,,,,963.315,376.195,143.415,14.661,14.098,13.669,,1323.3,654.0450000000002,1.49355e-14
2974,2CXO J053910.7-283526,3.64745e-13,4.7791e-14,1.7301499999999998e-14,7.353449999999997e-15,2.2715e-14,1.4300000000000002e-13,,22.10115,20.7455,,,,,,,,,,2.2e-14,,,,,,,,,,
2975,2CXO J053911.6-023106,,,,,,,,,,,,,,,10.179333333333334,9.562333333333333,6.9353333333333325,5.014333333333333,,16806.5,,110465.0,11.992,11.1885,10.7315,,,,1.93995e-14
2976,2CXO J053911.6-023602,,,,,,,,,,,,,,,,,,,,10070.15,4177.6,94.98200000000001,11.624,10.965500000000002,10.7475,,11381.0,6759.950000000002,2.0198e-13
2977,2CXO J053914.9-023137,,,,,,,,,,,,,,,7.934666666666668,7.7120000000000015,7.334,5.975333333333333,,105787.5,,29409.0,7.976,7.881,7.8485,,,,5.44015e-14
2978,2CXO J053917.0-283816,,3.53425e-15,,1.0844500000000001e-15,2.69995e-15,,,,,,,,,,,,,,,31.392,24.20666666666667,35.68100000000001,,,,,37.764666666666656,20.895666666666667,
2979,2CXO J053917.2-022545,,,,,,,,,,,,,,,,,,,,3741.1,1424.8000000000004,135.91500000000002,12.8765,12.104500000000002,11.914000000000001,,5330.55,2553.15,4.1515e-14
2980,2CXO J053918.0-022928,,,,,,,,,,,,,,,,,,,,15872.0,6523.9,2964.9,10.715999999999998,10.249,10.1165,,,9031.1,1.8736e-13
2981,2CXO J053920.1-283637,,1.0558000000000002e-14,1.5135500000000001e-15,,9.98155e-15,1.05e-14,,23.2379,22.036275,,,,,,,,,,9.000000000000001e-15,65.77799999999999,117.14,,,,,,48.284000000000006,87.285,
2982,2CXO J053920.4-022737,,,,,,,,,,,,,,,,,,,,5272.6,2895.8,174.249695,12.1315,11.4195,11.177,,9122.75,5042.75,2.32115e-14
2983,2CXO J053920.5-283720,3.6019e-14,7.963400000000001e-14,8.633949999999999e-15,1.5000499999999998e-14,5.715950000000002e-14,1.24e-13,,,,,,,,,16.685333333333332,15.973666666666665,12.265,8.621333333333334,4.15e-14,72.733,169.83,516.84,,,,,61.845,92.37733333333334,
2984,2CXO J053922.8-023333,,,,,,,,,,,,,,,,,,,,4020.85,1489.4,382.705,12.8265,12.113,11.8635,,4901.65,2557.4,4.56315e-14
2985,2CXO J053923.5-284223,1.454675e-13,1.1170399999999999e-13,1.9165799999999998e-14,1.6393900000000005e-14,5.972899999999998e-14,2.67e-13,,19.39345,18.046575,,,,,,13.73,12.321333333333332,9.556666666666667,7.410333333333332,1.6333333333333336e-13,2085.6,4307.5,,16.1815,15.878,15.0175,,,,
2986,2CXO J053929.4-284900,3.4865e-14,1.131075e-13,3.2521e-14,2.4576e-14,5.7386e-14,,,20.27305,20.079675,,,,,,14.034,13.469666666666667,10.950666666666665,8.463999999999999,9.4e-14,,,1769.65,16.88,16.012,14.7045,,,,
2987,2CXO J053932.4-023943,,,,,,,,,,,,,,,,,,,,22510.5,8772.25,1058.9,10.8175,10.122,9.9195,,,14287.0,1.55375e-13
2988,2CXO J053938.7-284808,4.26705e-15,2.05905e-14,7.625375e-16,1.988025e-15,2.01285e-14,1.93e-14,,,,,,,,,,,,,2.15e-14,34.2515,54.161,156.42000000000004,,,,,25.666999999999998,33.0765,
2989,2CXO J053938.8-694435,1.3766e-13,1.7615e-11,1.3642e-12,4.3202e-12,6.0546365e-12,3.12e-10,,,,,,,,,,,,,,,,,13.5715,13.4065,13.148,,,,
2990,2CXO J053949.9-283832,5.875299999999999e-14,7.479299999999998e-14,1.4747999999999997e-14,9.57415e-15,5.1595000000000006e-14,1.22e-13,,22.799725,19.3939,,,,,,13.309333333333335,12.189,9.594,7.719666666666668,8.100000000000001e-14,,,,16.231499999999997,15.868,15.254000000000001,,,,
2991,2CXO J053954.2-283956,1.10895e-12,1.4712e-12,2.09545e-13,2.1395999999999998e-13,1.07685e-12,2.14e-12,1.1415e-12,,,,,,,,14.811,13.9,11.586333333333334,8.165000000000001,3.0600000000000003e-12,,,,,,16.16,,,,
2992,2CXO J053956.9-285026,2.9905750000000003e-15,4.10835e-14,1.274125e-14,7.989225e-15,1.9008250000000002e-14,7.61e-14,,23.217175,22.1401,,,,,,16.169999999999998,15.402333333333333,11.766666666666667,8.652999999999999,2.7000000000000005e-14,223.665,295.355,783.005,,,,,196.1,269.9,
2993,2CXO J053957.0-285108,4.3292999999999996e-15,3.287175000000001e-14,7.411375e-15,6.12235e-15,1.96325e-14,5.19e-14,,24.52785,22.388075,,,,,,16.639,15.959333333333333,12.627,9.709333333333333,3e-14,82.751,114.96,157.645,,,,,71.2805,94.7355,
2994,2CXO J053957.1-284913,,9.0413e-15,9.012924999999998e-16,1.967325e-15,6.906624999999999e-15,1.46e-14,,,,,,,,,16.697666666666667,16.137999999999998,11.925,8.941333333333334,1.5e-14,57.9645,62.583,,,,,,54.0225,60.43850000000001,
2995,2CXO J053958.7-283707,9.066e-15,1.80075e-14,5.818150000000001e-15,1.659e-15,1.2951e-14,3.1e-14,,,,,,,,,16.422,16.292333333333335,12.177666666666667,8.914,9.000000000000001e-15,,,,,,,,,,
2996,2CXO J053959.0-283752,7.4265e-15,4.5583999999999987e-14,1.77705e-14,7.900949999999998e-15,2.00735e-14,9.38e-14,,23.21845,22.062375,,,,,,15.690333333333333,14.836333333333334,11.915333333333333,8.949666666666667,2.7000000000000005e-14,,,,,,,,,,
2997,2CXO J054000.7-283456,5.2382e-15,3.165175000000001e-14,5.188599999999999e-15,4.20455e-15,2.2810499999999998e-14,3.37e-14,,,,,,,,,15.985333333333335,15.497333333333332,11.866666666666665,8.569333333333333,1.5e-14,,,,,,,,,,
2998,2CXO J054008.2-691712,3.4682900000000003e-13,4.82505e-14,3.6013749999999996e-14,9.098299999999999e-15,5.720825e-15,4.47e-14,,,,,,,,,,,,,,3333.0,932.56,139.63,13.0045,12.3805,12.119000000000002,,4833.5,2159.7,4.9482e-14
2999,2CXO J054010.5-284051,,1.0122649999999998e-14,3.2973500000000002e-15,1.9463e-15,5.6732500000000004e-15,1.97e-14,,,,,,,,,,,,,1.5e-14,,,,,,,,,,
3000,2CXO J054010.8-691954,2.01115e-14,3.5765000000000005e-11,3.683275e-12,7.0824999999999985e-12,2.29245e-11,,,,,,,,,,,,,,,,,,,,,,,,8.7545e-12
3001,2CXO J054022.2-283141,3.05575e-14,2.72505e-14,1.3172500000000005e-15,6.80035e-15,2.0714e-14,,,,,,,,,,,,,,,,,,,,,,,,
3002,2CXO J054024.5-284616,,1.28215e-14,,7.30295e-16,1.25105e-14,9.17e-15,,,,,,,,,,,,,1.25e-14,,,,,,,,53.369,,
3003,2CXO J054034.1-283108,2.92865e-14,1.0487e-13,1.6054500000000006e-14,2.0823000000000006e-14,6.9486e-14,2.12e-13,,22.673625,22.0193,,,,,,15.304333333333332,14.857666666666667,12.060666666666668,8.481666666666667,3.95e-14,147.615,177.17000000000004,566.66,,,,,164.16,136.51,
3004,2CXO J054045.4-015633,5.1027e-12,1.02955e-11,9.2195e-12,8.200149999999999e-13,1.8205999999999998e-13,,,,,,,,,,4.551666666666667,3.9523333333333337,2.885,1.4646666666666668,,87.4195,,1283200.0,2.245,2.349,2.402,,28.378500000000006,,
3005,2CXO J054045.7-283907,5.736599999999999e-15,1.5198500000000003e-14,1.6067999999999998e-15,4.399100000000001e-15,9.043850000000001e-15,2.19e-14,,23.066725,21.925125,,,,,,16.138333333333332,15.147333333333336,11.893666666666665,8.809,3.3000000000000005e-14,229.655,430.165,1043.0,,,,,153.445,317.12,
3006,2CXO J054052.4-020045,1.01988e-14,1.1546e-13,4.8267e-14,2.0535e-14,4.97585e-14,,,,,,,,,,,,,,,6410.55,,482.455,12.187999999999999,11.4885,11.3205,,9946.35,4583.700000000002,
3007,2CXO J054054.2-284347,1.1714450000000002e-12,6.11925e-14,1.1410525e-14,9.573175e-15,4.05885e-14,8.05e-14,,22.071075,20.21075,,,,,,14.672333333333334,14.029000000000002,11.477666666666664,8.494666666666667,2.45e-14,320.805,577.7750000000002,1758.75,,,,,,,
3008,2CXO J054054.6-692038,1.944768175e-10,5.29475e-14,7.34585e-14,2.014325e-15,4.3028e-15,,,,,,,,,,,,,,,,,,,,,,,,1.18515e-15
3009,2CXO J054101.8-015857,6.7095e-14,6.10245e-13,1.9979e-13,1.3172999999999998e-13,2.7964499999999997e-13,,,,,,,,,,,,,,,30525.0,5138.7,501.01,10.469000000000001,9.8005,9.568,,,16546.0,
3010,2CXO J054120.6-015858,9.181900000000002e-15,6.4938e-14,3.5875500000000003e-14,1.3263e-14,1.5726e-14,1.7199999999999992e-13,,,,,,,,,,,,,,4447.35,1300.0500000000004,332.22,12.683,11.9425,11.727,,6551.05,3183.6,
3011,2CXO J054124.2-014935,2.34875e-14,6.85455e-14,4.9635499999999993e-14,1.007405e-14,8.49355e-15,2.1e-13,,,,,,,,,,,,,,23759.5,6344.45,570.1600000000002,10.315999999999999,9.955,9.8255,,34483.5,16089.5,
3012,2CXO J054131.9-015519,,2.79955e-14,1.6114000000000001e-15,6.24025e-15,2.1114500000000002e-14,5.15e-14,,,,,,,,,,,,,,73170.5,174880.0,541.35,12.423,10.7615,9.985500000000002,,66590.0,68360.0,
3013,2CXO J054133.8-015323,2.2241499999999997e-15,1.05625e-13,3.6679e-15,1.87465e-14,8.6152e-14,1.65e-13,,,,,,,,,,,,,,122335.0,122080.0,657.6600000000002,11.7965,10.2755,9.3735,,114385.0,125700.0,
3014,2CXO J054134.3-020151,4.02785e-13,1.8592e-13,1.0405999999999999e-13,3.8160000000000005e-14,4.3284500000000004e-14,4.95e-13,,,,,,,,,,,,,,,,404.615,11.155,10.5605,10.3855,,21441.0,,
3015,2CXO J054138.2-015309,3.386475000000001e-14,4.3882e-13,3.3849e-15,5.541299999999999e-14,3.8673e-13,6.47e-13,,,,,,,,,,,,,,75164.0,100025.0,526.235,12.017999999999999,10.083,9.1555,,92037.0,59339.0,
3016,2CXO J054138.9-015936,1.71515e-14,2.63105e-13,3.321400000000001e-14,6.858e-14,1.6439499999999995e-13,5.5e-13,,,,,,,,,,,,,,105030.0,100580.5,468.945,10.624,9.6605,9.1755,,,,
3017,2CXO J054139.1-015207,8.817699999999996e-16,1.1951500000000002e-13,6.3267e-16,1.4403499999999998e-14,1.084e-13,2.13e-13,,,,,,,,,,,,,,,,489.99,11.6505,9.081,7.511,,692930.0,,
3018,2CXO J054143.2-020353,9.989050000000001e-15,1.78645e-13,1.0985e-13,3.6548e-14,3.62455e-14,5.62e-13,,,,,,,,,,,,,,17291.0,2657.45,,10.9295,10.316,10.1585,,26726.5,11548.0,
3019,2CXO J054143.3+692046,,8.566549999999999e-14,1.7234e-14,1.6952000000000003e-14,5.2205e-14,1.3800000000000002e-13,5.3e-14,22.770225,21.5944,,,,,,15.161,15.605666666666664,12.011666666666665,8.559666666666667,,,,,,,,,,,
3020,2CXO J054145.3-692151,,7.1842e-15,5.31435e-15,4.59175e-15,1.1545e-14,,,,,,,,,,,,,,,2269.100000000001,922.48,241.39,13.267999999999999,12.636499999999998,12.4145,,3568.85,1534.1999999999996,4.6485000000000003e-14
3021,2CXO J054217.0-410150,,4.82585e-15,4.89975e-16,1.81885e-15,2.9648e-15,1.02e-14,,,,,,,,,,,,,,,,,,,,5.64e-15,,,
3022,2CXO J054226.0-405847,2.1928e-14,3.3501e-14,9.054799999999999e-15,6.4218e-15,1.87785e-14,5.33e-14,,,,,,,,,,,,,,,,,,,,,,,
3023,2CXO J054230.6-410405,3.15595e-15,1.0467e-14,2.16935e-15,1.6131000000000001e-15,7.0708e-15,1.63e-14,,,,,,,,,16.102999999999998,15.074000000000002,12.570666666666668,8.824666666666667,,,,,,,,1.142e-14,,,
3024,2CXO J054232.9-405628,,1.2091e-14,1.5216e-15,2.0609e-15,9.047400000000001e-15,1.62e-14,,,,,,,,,,,,,,64.33099999999999,75.68950000000002,,,,,,,,
3025,2CXO J054234.1-405837,5.9267499999999995e-15,3.5037e-14,5.4582e-15,6.655499999999999e-15,2.3023e-14,,,,,,,,,,,,,,,,,,,,,,,,
3026,2CXO J054236.1+495107,5.09195e-12,6.454999999999999e-13,8.109949999999999e-14,1.3867e-13,4.5363e-13,9.4e-13,,21.1003,20.4364,,,,,,13.090666666666666,12.016666666666667,9.256666666666668,6.732500000000001,,,,22.4,15.66,14.937,14.5845,,,,1.6022e-13
3027,2CXO J054240.8-405627,1.5049e-15,1.8473e-14,2.23335e-16,4.031199999999999e-16,1.8517e-14,,,,,,,,,,14.888,14.969666666666667,12.107000000000001,8.964666666666666,,,,,,,,,,,
3028,2CXO J054240.9-405515,3.17715e-13,9.81325e-13,2.7065e-13,1.7827e-13,5.358199999999999e-13,1.48e-12,,,,,,,,,,,,,,593.72,961.645,,,,,9.6988e-13,,,
3029,2CXO J054242.5-405834,7.4166e-15,3.48605e-14,1.3133500000000001e-14,7.718000000000003e-15,1.3942500000000001e-14,7.19e-14,,21.2026,20.050925,,,,,,,,,,,459.23,930.2,1530.15,,,,4.396e-14,260.685,686.695,
3030,2CXO J054245.6-410607,7.264300000000001e-16,1.6678000000000002e-14,2.6902500000000003e-15,2.36265e-15,1.24655e-14,2.05e-14,,,,,,,,,16.328666666666667,16.009,12.322666666666665,8.797333333333334,,,,,,,,1.357e-14,,,
3031,2CXO J054248.3-410141,1.0911099999999999e-15,2.00825e-14,5.813399999999999e-15,4.2576000000000004e-15,1.05655e-14,,,,,,,,,,15.48,15.252,11.936333333333332,8.924,,,,,,,,,,,
3032,2CXO J054255.0-405923,,6.16375e-15,2.9613e-16,2.3557e-16,5.98145e-15,,,,,,,,,,,,,,,,,,,,,,,,
3033,2CXO J054259.6-410242,,1.45995e-14,2.0369e-15,2.1395e-15,1.0806000000000001e-14,,,,,,,,,,14.696,14.541333333333334,11.370666666666667,8.755333333333335,,,,,,,,,,,
3034,2CXO J054319.3-405751,7.538950000000002e-14,9.07575e-14,3.5431000000000003e-14,1.4441499999999998e-14,4.2098500000000004e-14,,,,,,,,,,15.186,14.755666666666668,11.718333333333335,9.292333333333334,,,,,,,,,,,
3035,2CXO J054320.3-410154,5.388350000000001e-12,8.776749999999999e-12,8.220049999999999e-13,8.520400000000002e-13,7.258850000000001e-12,9.27e-12,7.66e-12,,,,,,,,,,,,1.4499999999999997e-11,,,,,,,595.1990000000002,,,
3036,2CXO J054320.6-405621,9.7007e-16,1.8564500000000003e-14,2.11415e-16,2.6471500000000004e-15,1.6343e-14,1.75e-14,,,,,,,,,,,,,,,,,,,,1.105e-14,,,
3037,2CXO J054328.1-405648,,5.589100000000001e-15,1.5042e-15,1.0510999999999999e-15,3.1489999999999997e-15,1.27e-14,,,21.80195,,,,,,15.645333333333335,15.640666666666668,12.259,8.519333333333334,,,,,,,,8.15e-15,,,
3038,2CXO J054330.5-405748,,2.0362e-14,3.0404e-16,1.075185e-15,1.94085e-14,1.84e-14,,,,,,,,,15.189333333333332,14.569,11.085333333333333,8.558,,,,,,,,1.012e-14,,,
3039,2CXO J054521.5+090545,1.0348200000000001e-15,3.04935e-14,1.55475e-14,7.47395e-15,7.794100000000001e-15,1.01e-13,,,,,,,,,,,,,,8440.45,3272.15,628.2950000000002,12.152999999999999,11.3195,11.044,,12558.5,5679.4,
3040,2CXO J054538.2-000810,1.9696e-15,3.652825e-14,1.48315e-14,9.7457e-15,1.3663e-14,1.01e-13,,,,,,,,,,,,,,5508.25,2064.2,,12.652,11.811,11.5255,,7988.049999999998,3657.4,
3041,2CXO J054541.6-000402,9.1911e-15,1.084625e-14,7.647650000000001e-15,1.7629000000000001e-15,1.293e-15,4.97e-14,,,,,,,,,,,,,,4462.0,1690.25,319.495,12.838,12.0795,11.833,,6445.4,2937.8,
3042,2CXO J054541.9-001205,6.203e-15,4.940025e-14,2.443325e-14,1.131375e-14,1.3823750000000001e-14,1.0800000000000002e-13,,,,,,,,,,,,,,8256.05,3571.05,18856.5,11.9255,11.185,10.993,,12957.0,6012.950000000002,
3043,2CXO J054556.3+000709,1.509265e-15,1.13279e-13,3.9900000000000005e-14,2.49095e-14,4.5444e-14,,,,,,,,,,,,,,,20110.5,13517.5,51374.5,12.1295,11.327,11.0225,,24662.0,16138.0,
3044,2CXO J054600.2-000826,1.1607500000000002e-16,5.35105e-14,2.10065e-15,1.3595500000000001e-14,3.835100000000001e-14,3.74e-14,,,,,,,,,,,,,,45306.5,17801.5,218.885,11.052999999999999,9.9735,9.3985,,59282.5,32543.5,
3045,2CXO J054604.5+000458,,7.29295e-15,3.557675e-15,6.7813500000000004e-15,3.8481e-15,,,,,,,,,,,,,,,,,221690.0,11.222999999999999,10.0705,9.402,,147925.0,118975.0,
