,name,csc_index,catalog,class,cat_name,var_flag,streak_src_flag,pileup_flag,ra,dec,gal_b2,gal_l2,hard_hs,hard_hm,hard_ms,var_inter_prob_b,var_inter_sigma_b,var_intra_prob_b,var_inter_index_b,kp_intra_prob_b,var_intra_index_b,var_inter_hard_prob_hs,ks_intra_prob_b,var_inter_hard_sigma_hm,var_inter_hard_prob_ms,var_inter_hard_prob_hm,index,2-7 keV Chandra,0.5-7 keV Chandra,1.2-2 keV Chandra,0.5-1.2 keV Chandra,0.2-0.5 keV Chandra,0.3-8 keV (Chandra),0.5-2 keV (Chandra),FUV (GALEX) AB,NUV (GALEX) AB,u (SDSS PSF) AB,g (SDSS PSF) AB,r (SDSS PSF) AB,i (SDSS PSF) AB,z (SDSS PSF) AB,W1 (WISE),W2 (WISE),W3 (WISE),W4 (WISE),2-10 keV (XMM),4.5 microns (IRAC),8.0 microns (IRAC),24 microns (MIPS),J (2MASS/CTIO),H (2MASS/CTIO),K_s (2MASS/CTIO),0.5-8 keV (Chandra),3.6 microns (IRAC),5.8 microns (IRAC),1-2 keV (Chandra)
116,2CXO J002402.8-720449,CSC_191414,HEA,LMXB,CXOGLB J002403.4-720451 ,1,0,0,6.011798331598811,-72.08033221072942,-44.889727,305.900084,-0.27857589006871003,0.047470331043098,-0.31980012492192,1.0,2.4530498914011e-05,1.0,8.0,1.0,10.0,0.6502352056889301,1.0,0.5581471631031301,0.46580810691468,0.5513406398660999,114,1.4732049999999996e-15,1.8648824999999998e-14,4.36545e-15,3.6679e-15,1.0652225e-14,4.55e-14,,,,,,,,,,,,,,,,,,,,,,,
117,2CXO J002402.8-720449,CSC_191414,OPENCV,CV,CXOGlb J002402.8-720449,1,0,0,6.011798331598811,-72.08033221072942,-44.889727,305.900084,-0.27857589006871003,0.047470331043098,-0.31980012492192,1.0,2.4530498914011e-05,1.0,8.0,1.0,10.0,0.6502352056889301,1.0,0.5581471631031301,0.46580810691468,0.5513406398660999,114,1.4732049999999996e-15,1.8648824999999998e-14,4.36545e-15,3.6679e-15,1.0652225e-14,4.55e-14,,,,,,,,,,,,,,,,,,,,,,,
137,2CXO J002405.1-720604,CSC_191453,STAR,STAR,CXOGLB J002405.1-720604      ,1,0,0,6.0216421903620585,-72.10125427142863,-44.869494,305.8914410000001,-0.8382261086820699,0.096189881324172,-0.84821986258588,0.1973155328273901,1.8572629178553e-07,0.5658656755427,0.0,0.946272831649826,1.0,0.8231372980814001,0.94875624595977,0.54961627586808,0.66072116852883,0.72533808625814,134,9.0213e-16,1.03125e-15,8.168050000000001e-16,1.007625e-16,2.8214499999999997e-16,3.6e-15,,,,,,,,,,,,,,,,,,,,,,,
138,2CXO J002405.1-720604,CSC_191453,OPENCV,CV,Cl_ NGC 104 AGBWF 4-16,1,0,0,6.0216421903620585,-72.10125427142863,-44.869494,305.8914410000001,-0.8382261086820699,0.096189881324172,-0.84821986258588,0.1973155328273901,1.8572629178553e-07,0.5658656755427,0.0,0.9462728316498259,1.0,0.8231372980814001,0.94875624595977,0.54961627586808,0.66072116852883,0.72533808625814,134,9.0213e-16,1.03125e-15,8.168050000000001e-16,1.007625e-16,2.8214499999999997e-16,3.6e-15,,,,,,,,,,,,,,,,,,,,,,,
142,2CXO J002405.6-720449,CSC_191461,HEA,LMXB,NGC 104-W37             ,1,0,0,6.023632019372201,-72.08035581717851,-44.890249,305.8949970000001,-0.49594003747658,-0.12367270455964999,-0.39600249843847996,0.9918718782497816,1.9680147155025003e-06,0.99999999775436,6.0,0.9999999999339004,8.0,0.03828337665053005,0.9999999999574096,0.18808071870506,0.02564122310810002,0.14513412255382996,138,2.54185e-15,9.039299999999998e-15,3.32355e-15,1.9692e-15,3.9472499999999996e-15,3.07e-14,,,,,,,,,,,,,,,,,10.0925,10.218,8.276,,,,
143,2CXO J002405.6-720449,CSC_191461,OPENCV,CV,W32,1,0,0,6.023632019372201,-72.08035581717851,-44.890249,305.8949970000001,-0.49594003747658,-0.12367270455964999,-0.39600249843847996,0.9918718782497816,1.9680147155025003e-06,0.99999999775436,6.0,0.9999999999339004,8.0,0.03828337665053005,0.9999999999574096,0.18808071870506,0.02564122310810002,0.14513412255382996,138,2.54185e-15,9.039299999999998e-15,3.32355e-15,1.9692e-15,3.9472499999999996e-15,3.07e-14,,,,,,,,,,,,,,,,,10.0925,10.218,8.276,,,,
172,2CXO J002407.8-720441,CSC_191502,STAR,STAR,CXOGLB J002407.8-720441      ,1,0,0,6.032612401099301,-72.07823242533864,-44.892761,305.891588,-0.16989381636476994,-0.092442223610244,-0.078700811992505,0.8701120390560401,2.1596907153435e-06,0.99999997208777,5.0,0.999999999712467,8.0,0.17206654331520002,0.9999995345138796,0.11621199635275,0.4973567311967601,0.55341250813083,164,7.058849999999998e-16,1.50565e-14,3.3259999999999996e-15,4.3164e-15,7.33855e-15,3.29e-14,,,,,,,,,,,,,,,,,,,,,,,
173,2CXO J002407.8-720441,CSC_191502,ATNF,PULSAR,PSR J0024-7204I ,1,0,0,6.032612401099301,-72.07823242533864,-44.892761,305.891588,-0.16989381636476994,-0.092442223610244,-0.078700811992505,0.8701120390560401,2.1596907153435e-06,0.99999997208777,5.0,0.999999999712467,8.0,0.17206654331520002,0.9999995345138796,0.11621199635275,0.4973567311967601,0.55341250813083,164,7.058849999999998e-16,1.50565e-14,3.3259999999999996e-15,4.3164e-15,7.33855e-15,3.29e-14,,,,,,,,,,,,,,,,,,,,,,,
197,2CXO J002410.7-720425,CSC_191539,STAR,STAR,CXOGLB J002410.0-720426      ,1,0,0,6.044884553019074,-72.07382630961833,-44.897681,305.887245,0.7420362273579,0.52717051842598,0.35352904434728005,0.6399474140909599,2.1456979101952e-06,0.93372348310388,4.0,0.9295366216276628,6.0,0.8319995565067699,0.977145265447394,0.26472784839063,0.9085641982679692,0.89882336652621,188,3.2794499999999996e-17,3.4608e-14,9.440849999999998e-16,3.0439e-15,3.1852499999999996e-14,2.99e-14,,,,,,,,,,,,,,,,,,,,,,,
198,2CXO J002410.7-720425,CSC_191539,OPENCV,CV,CXOGlb J002410.7-720425,1,0,0,6.044884553019074,-72.07382630961833,-44.897681,305.887245,0.7420362273579,0.52717051842598,0.35352904434728005,0.6399474140909599,2.1456979101952e-06,0.93372348310388,4.0,0.9295366216276628,6.0,0.8319995565067699,0.9771452654473941,0.26472784839063,0.9085641982679692,0.89882336652621,188,3.2794499999999996e-17,3.4608e-14,9.440849999999998e-16,3.0439e-15,3.1852499999999996e-14,2.99e-14,,,,,,,,,,,,,,,,,,,,,,,
406,2CXO J004123.9+411500,CSC_208226,STAR,STAR,[PFH2005] 136                ,1,0,0,10.349736445219264,41.25008567805192,-21.582111,120.902956,,,,,,,,,,0.89191390214396,,0.20107358093984,0.30564120751459994,0.56492241171914,397,3.85485e-16,1.1068499999999998e-15,3.93055e-15,8.568799999999999e-16,1.65365e-15,,,,,,,,,,,,,,,,,,,,,,,,2.595975e-14
407,2CXO J004123.9+411500,CSC_208226,OPENCV,CV,2MASS J00412375+4114596,1,0,0,10.349736445219264,41.25008567805192,-21.582110999999998,120.902956,,,,,,,,,,0.89191390214396,,0.20107358093984,0.30564120751459994,0.56492241171914,397,3.85485e-16,1.1068499999999998e-15,3.93055e-15,8.568799999999999e-16,1.65365e-15,,,,,,,,,,,,,,,,,,,,,,,,2.595975e-14
411,2CXO J004141.2+410333,CSC_208259,STAR,STAR,RX J0041.6+4103              ,1,0,0,10.42203708827833,41.05918693950179,-21.775096,120.952996,-0.17114303560275,0.12991880074953,-0.29106808244846993,0.9946131114777588,3.047411369027e-05,0.69866808734564,6.0,0.9942179185813184,2.0,0.79117656822723,0.9970965229766394,0.3447553849506501,0.51620690008198,0.06608139522052002,401,4.4946e-16,3.6516500000000004e-14,7.693149999999999e-15,5.75995e-15,2.54505e-14,,,,,,,,,,,,,,,246.045,,1036.64,,,,,252.355,401.3,
412,2CXO J004141.2+410333,CSC_208259,OPENCV,CV,EV_ M31 V0665,1,0,0,10.42203708827833,41.05918693950179,-21.775095999999998,120.952996,-0.17114303560275,0.12991880074953,-0.29106808244846993,0.9946131114777588,3.047411369027e-05,0.69866808734564,6.0,0.9942179185813184,2.0,0.79117656822723,0.9970965229766394,0.3447553849506501,0.51620690008198,0.06608139522052002,401,4.4946e-16,3.6516500000000004e-14,7.693149999999999e-15,5.75995e-15,2.54505e-14,,,,,,,,,,,,,,,246.045,,1036.64,,,,,252.355,401.3,
500,2CXO J004244.3+411608A,CSC_208621,VERONCAT,AGN,M 31             ,1,0,0,10.684844167300014,41.26908712360001,-21.572977,121.174442,,,,1.0,0.00045114322851887997,0.96752263357337,8.0,0.9981740475864064,6.0,,0.9965235034543516,,,,507,8.20715e-15,2.0825500000000006e-13,5.6629999999999994e-14,5.6171000000000005e-14,1.067e-13,,4.21e-14,8.3,7.52,,,,,,,,,,,,149.0,106.5,,,,2.135e-13,239.0,,4.186720825000001e-14
501,2CXO J004244.3+411608A,CSC_208621,OPENCV,CV,M31N 2004-09b,1,0,0,10.684844167300014,41.26908712360001,-21.572976999999998,121.174442,,,,1.0,0.00045114322851887997,0.96752263357337,8.0,0.9981740475864064,6.0,,0.9965235034543516,,,,507,8.20715e-15,2.0825500000000006e-13,5.6629999999999994e-14,5.6171000000000005e-14,1.067e-13,,4.21e-14,8.3,7.52,,,,,,,,,,,,149.0,106.5,,,,2.135e-13,239.0,,4.186720825000001e-14
507,2CXO J004245.2+411611,CSC_208644,STAR,STAR,CXOM31 J004245.2+411611      ,1,0,0,10.688482844867053,41.26975041595108,-21.572413,121.177407,-0.34353529044347,-0.076202373516552,-0.27482823235478,1.0,0.0006153762851006903,0.90139479570517,8.0,0.9906613695810637,6.0,0.936663578572704,0.970283974723474,1.0150942149321,0.8716466350620901,0.976634867822522,516,1.8156500000000002e-15,2.0399e-14,6.0554e-15,4.848375e-15,1.002815e-14,6.75e-14,1.255e-14,,,,,,,,,,,,,,,,,,,5.945e-14,,,2.4135e-14
508,2CXO J004245.2+411611,CSC_208644,OPENCV,CV,M31N 2017-01a,1,0,0,10.688482844867053,41.26975041595108,-21.572413,121.177407,-0.34353529044347,-0.076202373516552,-0.27482823235478,1.0,0.0006153762851006903,0.90139479570517,8.0,0.9906613695810637,6.0,0.936663578572704,0.970283974723474,1.0150942149321,0.8716466350620901,0.976634867822522,516,1.8156500000000002e-15,2.0399e-14,6.0554e-15,4.848375e-15,1.002815e-14,6.75e-14,1.255e-14,,,,,,,,,,,,,,,,,,,5.945e-14,,,2.4135e-14
535,2CXO J004255.6+411835,CSC_208772,STAR,STAR,[VG2007] 81                  ,1,0,0,10.73175209080631,41.309773530786494,-21.533583,121.213885,-0.17239225484072,0.026233603997502,-0.19737663960025,1.0,1.0739502034948e-05,0.94118617424763,8.0,0.990980164927734,6.0,0.9996430297204366,0.9912026033644594,0.7492180476642699,0.3978217853012701,0.6569325697320699,555,1.7084000000000003e-15,3.0531e-14,7.237399999999999e-15,6.605600000000002e-15,1.7065e-14,7.16e-14,1.31e-14,,,,,,,,,,,,,648.5450000000002,72.745,155.905,14.7285,14.001,13.7605,6.720000000000001e-14,1042.4,,2.87925e-14
536,2CXO J004255.6+411835,CSC_208772,HEA,LMXB,[HPH2013] 242           ,1,0,0,10.73175209080631,41.309773530786494,-21.533583,121.213885,-0.17239225484072,0.026233603997502002,-0.19737663960025,1.0,1.0739502034948e-05,0.94118617424763,8.0,0.990980164927734,6.0,0.9996430297204366,0.9912026033644594,0.7492180476642699,0.3978217853012701,0.6569325697320699,555,1.7084000000000003e-15,3.0531e-14,7.237399999999999e-15,6.605600000000002e-15,1.7065e-14,7.16e-14,1.31e-14,,,,,,,,,,,,,648.5450000000002,72.745,155.905,14.7285,14.001,13.7605,6.720000000000001e-14,1042.4,,2.87925e-14
556,2CXO J004303.3+412121,CSC_208835,STAR,STAR,[VG2007] 180                 ,1,0,0,10.763791080897024,41.35603967277309,-21.488193,121.24148,-0.23360399750156,-0.027482823235477995,-0.20737039350406,0.9999999999999034,3.0407248653378004e-05,0.92468183457911,6.0,0.988642751861306,6.0,0.2667607742058,0.9986379748474372,0.67424637884996,0.12790958371635994,0.02536918170399005,579,2.3829499999999998e-15,1.3141999999999996e-13,3.3201999999999993e-14,2.851e-14,7.02875e-14,2.9299999999999996e-13,5.39e-14,21.34,20.78,,,,,,11.213,12.066666666666668,11.469,9.177666666666664,,1700.1999999999994,582.9300000000002,198.135,13.614,12.907,12.7225,2.6450000000000003e-13,2888.65,1161.75,1.0857e-13
557,2CXO J004303.3+412121,CSC_208835,HEA,LMXB,[HPH2013] 268           ,1,0,0,10.763791080897024,41.35603967277309,-21.488193,121.24148000000001,-0.23360399750156,-0.027482823235478,-0.20737039350405997,0.9999999999999034,3.0407248653378004e-05,0.92468183457911,6.0,0.988642751861306,6.0,0.2667607742058,0.9986379748474372,0.67424637884996,0.12790958371635994,0.02536918170399005,579,2.3829499999999998e-15,1.3141999999999996e-13,3.3201999999999993e-14,2.851e-14,7.02875e-14,2.9299999999999996e-13,5.39e-14,21.34,20.78,,,,,,11.213,12.066666666666668,11.469,9.177666666666664,,1700.1999999999994,582.9300000000002,198.135,13.614,12.907,12.7225,2.6450000000000003e-13,2888.65,1161.75,1.0857e-13
560,2CXO J004307.1+411810,CSC_208852,STAR,STAR,CXOM31 J004307.1+411809      ,1,0,0,10.779595273089,41.302807250899356,-21.541807,121.252235,,,,0.9999999999999574,7.7832625311503e-05,0.34507952128402003,6.0,0.8500968071658599,0.0,0.26977061071144004,0.60639027875122,0.22121546818177,0.46892490544376,0.28977236444135,584,4.331350000000001e-15,5.48595e-15,5.95185e-16,7.209449999999997e-16,2.7467500000000003e-15,1.21e-13,1.19e-15,,,,,,,,,,,,,,,,,,,6.16e-15,,,1.5779249999999999e-15
561,2CXO J004307.1+411810,CSC_208852,OPENCV,CV,Nova RJC99 Jul-98,1,0,0,10.779595273089,41.302807250899356,-21.541807000000002,121.25223500000001,,,,0.9999999999999574,7.7832625311503e-05,0.34507952128402003,6.0,0.8500968071658599,0.0,0.26977061071144004,0.60639027875122,0.22121546818177,0.46892490544376003,0.28977236444135,584,4.331350000000001e-15,5.48595e-15,5.95185e-16,7.209449999999997e-16,2.7467500000000003e-15,1.21e-13,1.19e-15,,,,,,,,,,,,,,,,,,,6.16e-15,,,1.5779249999999999e-15
569,2CXO J004313.2+411813,CSC_208880,STAR,STAR,CXOM31 J004313.1+411814      ,1,0,0,10.80514401524755,41.30375542953717,-21.541522,121.272892,,,,1.0,1.4303130098607e-05,0.96547231933709,7.0,0.991712857950654,6.0,0.7009833354792501,0.9978631287233468,0.61691232700733,0.13598602732152,0.49183870641567,592,1.5789499999999998e-15,1.8446500000000002e-14,4.326600000000001e-15,4.16275e-15,1.17155e-14,5.63e-14,9.49e-15,,,,,,,,,,,,,,,,,,,4.655e-14,,,9.919499999999999e-15
570,2CXO J004313.2+411813,CSC_208880,OPENCV,CV,Rosino 140,1,0,0,10.80514401524755,41.30375542953717,-21.541522,121.272892,,,,1.0,1.4303130098607e-05,0.96547231933709,7.0,0.991712857950654,6.0,0.7009833354792501,0.9978631287233468,0.61691232700733,0.13598602732152001,0.49183870641567,592,1.5789499999999998e-15,1.8446500000000002e-14,4.326600000000001e-15,4.16275e-15,1.17155e-14,5.63e-14,9.49e-15,,,,,,,,,,,,,,,,,,,4.655e-14,,,9.919499999999999e-15
602,2CXO J004414.4+412204,CSC_209046,HEA,LMXB,XMMU J004414.0+41220    ,1,0,0,11.060335946691167,41.36801482509276,-21.483458,121.480966,,,,1.0,4.6870405047684e-05,0.45354482943645996,7.0,0.5248200969674399,0.0,0.65288885403649,0.4390198575159801,0.2322746758467,0.5246172609334401,0.49772551106353996,627,,,,,,,,,,,,,,,,,,,,42.757,208.849,172.34,,,,,49.044,90.02449999999996,2.1933e-14
603,2CXO J004414.4+412204,CSC_209046,OPENCV,CV,2XMM J004414.4+412204,1,0,0,11.060335946691167,41.36801482509276,-21.483458,121.480966,,,,1.0,4.6870405047684e-05,0.45354482943645996,7.0,0.5248200969674399,0.0,0.65288885403649,0.4390198575159801,0.2322746758467,0.5246172609334401,0.49772551106353996,627,,,,,,,,,,,,,,,,,,,,42.757,208.849,172.34,,,,,49.044,90.02449999999996,2.1933e-14
687,2CXO J005153.0-723148,CSC_189446,STAR,STAR,XMMU J005152.4-723147        ,1,0,0,12.971246287729,-72.53023991021105,-44.59797,302.884798,0.37726420986883,0.37101811367895,0.0,1.0,4.9109829661733e-05,0.98071522423086,8.0,0.9985271735503553,6.0,0.85358662918309,0.9942852671242196,0.10169570540754,0.25868270916036995,0.72313521980668,712,1.4928e-14,3.7143e-14,2.4780999999999998e-15,5.049725e-15,3.04795e-14,,,,,,,,,,14.018666666666665,14.408666666666667,12.541333333333332,8.558666666666667,,,,,,,,,,,5.3946e-13
688,2CXO J005153.0-723148,CSC_189446,HMXB,HMXB,2E 0050.1-7247,1,0,0,12.971246287729,-72.53023991021105,-44.59797,302.884798,0.37726420986883,0.37101811367895,0.0,1.0,4.9109829661733e-05,0.98071522423086,8.0,0.9985271735503553,6.0,0.85358662918309,0.9942852671242196,0.10169570540754,0.25868270916036995,0.72313521980668,712,1.4928e-14,3.7143e-14,2.4780999999999998e-15,5.049725e-15,3.04795e-14,,,,,,,,,,14.018666666666665,14.408666666666667,12.541333333333332,8.558666666666667,,,,,,,,,,,5.3946e-13
800,2CXO J010102.9-720658,CSC_190105,STAR,STAR,1WGA J0101.0-7206            ,1,0,0,15.26208676998118,-72.11638403367051,-44.992399,301.888894,0.42348532167395,0.4422236102436,-0.026233603997502,1.0,0.0005334755936338,0.99829993937478,8.0,0.95893046747833,7.0,0.30887384480172997,0.929550727145218,0.2759211624182,0.1574333982892,0.48612361271092996,825,2.349905e-15,5.2777e-14,6.067200000000001e-15,5.9222499999999995e-15,4.25495e-14,,,,,,,,,,,,,,,210.26333333333332,120.14333333333332,130.995,15.482,15.5215,15.3655,,257.0266666666667,166.65,4.3182e-14
801,2CXO J010102.9-720658,CSC_190105,HMXB,HMXB,XMMU J010102.8-720659,1,0,0,15.26208676998118,-72.11638403367051,-44.992399,301.888894,0.42348532167395,0.4422236102436,-0.026233603997502,1.0,0.0005334755936338,0.99829993937478,8.0,0.95893046747833,7.0,0.30887384480172997,0.929550727145218,0.2759211624182,0.1574333982892,0.48612361271092996,825,2.349905e-15,5.2777e-14,6.067200000000001e-15,5.9222499999999995e-15,4.25495e-14,,,,,,,,,,,,,,,210.26333333333332,120.14333333333332,130.995,15.482,15.5215,15.3655,,257.0266666666667,166.65,4.3182e-14
810,2CXO J010137.5-720419,CSC_190133,STAR,STAR,1WGA J0101.6-7204            ,1,0,0,15.406363574661725,-72.07196170929927,-45.034344,301.822824,,,,1.0,5.227574970884e-05,0.84589158480969,8.0,0.9995540836946624,5.0,0.988904643245534,0.9997630568147436,0.3326943660205,0.06108664589609001,0.85968105710612,834,,,,,,5.550000000000001e-13,,,,,,,,,13.942666666666668,13.267666666666665,10.702,8.196666666666667,,391.74775,528.6867500000002,2940.05,,,,,330.58925,436.66825,1.3583250000000002e-13
811,2CXO J010137.5-720419,CSC_190133,HMXB,HMXB,RX J0101.6-7204,1,0,0,15.406363574661725,-72.07196170929927,-45.034344,301.822824,,,,1.0,5.227574970884e-05,0.84589158480969,8.0,0.9995540836946624,5.0,0.988904643245534,0.9997630568147436,0.3326943660205,0.06108664589609001,0.85968105710612,834,,,,,,5.550000000000001e-13,,,,,,,,,13.942666666666668,13.267666666666665,10.702,8.196666666666667,,391.74775,528.6867500000002,2940.05,,,,,330.58925,436.66825,1.3583250000000002e-13
1070,2CXO J015303.0-134654,CSC_266408,ULX,ULX,NGC 720 ULX11        ,1,0,0,28.26265164326088,-13.781830664340534,-70.380765,173.131293,,,,0.9999905499555596,6.3811373911577e-06,0.20487810105631,8.0,0.914127680629403,0.0,0.41556144558999,0.9342892688093,0.19123865855184,0.59330536124724,0.6902718626336801,1091,3.6043e-14,5.4213250000000005e-14,1.9389e-14,,2.49215e-14,1.04e-13,,,,,,,,,,,,,,390.555,557.755,1471.05,,,,,345.76,492.62,
1071,2CXO J015303.0-134654,CSC_266408,VERONCAT,AGN,IXO  2           ,1,0,0,28.26265164326088,-13.781830664340534,-70.380765,173.131293,,,,0.9999905499555596,6.3811373911577e-06,0.20487810105631,8.0,0.914127680629403,0.0,0.41556144558999,0.9342892688093,0.19123865855184,0.59330536124724,0.6902718626336801,1091,3.6043e-14,5.4213250000000005e-14,1.9389e-14,,2.49215e-14,1.04e-13,,,,,,,,,,,,,,390.555,557.755,1471.05,,,,,345.76,492.62,
1405,2CXO J024031.6+611345,CSC_247333,STAR,STAR,BWE 0236+6101                ,1,0,0,40.132071073902246,61.22922704085953,1.086059,135.675375,0.7470331043098101,0.50843222985634,0.38600874453467,1.0,0.0042042581450494,1.0,8.0,1.0,9.0,1.0,1.0,0.18924475802854,0.9999612651581876,1.0,1425,3.785625e-14,2.1898e-12,4.9588e-14,2.071e-13,1.99765e-12,2.8500000000000002e-11,,,,,,,,,7.858,7.430333333333333,6.999,6.658,,,,21801.0,8.621,8.228,7.9170000000000025,,,,
1406,2CXO J024031.6+611345,CSC_247333,HMXB,HMXB,GT 0236+610,1,0,0,40.132071073902246,61.22922704085953,1.086059,135.675375,0.7470331043098101,0.50843222985634,0.38600874453467,1.0,0.0042042581450494,1.0,8.0,1.0,9.0,1.0,1.0,0.18924475802854,0.9999612651581876,1.0,1425,3.785625e-14,2.1898e-12,4.9588e-14,2.071e-13,1.99765e-12,2.8500000000000002e-11,,,,,,,,,7.858,7.430333333333333,6.999,6.658,,,,21801.0,8.621,8.228,7.9170000000000025,,,,
1784,2CXO J033647.2+003515,CSC_300922,STAR,STAR,CCDM J03368+0035AB           ,1,0,0,54.19704835205646,0.5877417945558537,-41.568751,184.911244,,,,,,,,,,,,,,,1802,,,,,,1.21e-10,,,,,,,,,,,,,,,,447350.0,3.8819999999999997,3.2460000000000004,3.137,,,,3.852475e-11
1785,2CXO J033647.2+003515,CSC_300922,HEA,LMXB,HD 22468                ,1,0,0,54.19704835205646,0.5877417945558537,-41.568751,184.91124399999998,,,,,,,,,,,,,,,1802,,,,,,1.21e-10,,,,,,,,,,,,,,,,447350.0,3.8819999999999997,3.2460000000000004,3.137,,,,3.852475e-11
1843,2CXO J033851.6-352644,CSC_227478,ULX,ULX,NGC 1399 ULX11       ,1,0,0,54.715060613433934,-35.44567253377824,-53.559295,236.704978,-0.23610243597751,-0.034978138663335,-0.20362273579013,1.0,2.3178756975248e-05,0.058232303270943,8.0,0.956045459870266,0.0,0.9985424491441696,0.8052783147397401,0.20946603257155,0.59297651755978,0.9700150617062652,1859,5.006625e-14,1.17445e-13,2.6310250000000003e-14,2.3929249999999998e-14,6.6954e-14,,,,,,,,,,13.507333333333333,12.911,10.682,8.51,,,,,,,,,,,
1844,2CXO J033851.6-352644,CSC_227478,VERONCAT,AGN,XBS J03388-3526  ,1,0,0,54.715060613433934,-35.44567253377824,-53.559295,236.704978,-0.23610243597751,-0.034978138663335,-0.20362273579013,1.0,2.3178756975248e-05,0.058232303270943,8.0,0.956045459870266,0.0,0.9985424491441696,0.8052783147397401,0.20946603257155,0.59297651755978,0.9700150617062652,1859,5.006625e-14,1.17445e-13,2.6310250000000003e-14,2.3929249999999998e-14,6.6954e-14,,,,,,,,,,13.507333333333333,12.911,10.682,8.51,,,,,,,,,,,
