,band_rem,class,precision,recall
0,gal,AGN,0.9214659685863874,0.8627450980392157
1,gal,STAR,0.9254237288135593,0.8980263157894737
2,gal,ULX,0.23529411764705882,0.26666666666666666
3,gal,XRB,0.5818181818181818,0.735632183908046
4,gal,YSO,0.7857142857142857,0.6470588235294118
