,band_rem,class,precision,recall
0,uv-opt,AGN,0.9245283018867925,0.9607843137254902
1,uv-opt,STAR,0.951048951048951,0.8947368421052632
2,uv-opt,ULX,0.5714285714285714,0.26666666666666666
3,uv-opt,XRB,0.6635514018691588,0.8160919540229885
4,uv-opt,YSO,1.0,0.8823529411764706
