,band_rem,class,precision,recall
0,NONE,AGN,0.9246231155778895,0.9019607843137255
1,NONE,STAR,0.9333333333333333,0.875
2,NONE,ULX,0.42105263157894735,0.5333333333333333
3,NONE,XRB,0.6203703703703703,0.7701149425287356
4,NONE,YSO,1.0,0.9411764705882353
