,band_rem,class,precision,recall
0,xray,AGN,0.909952606635071,0.9411764705882353
1,xray,STAR,0.9417808219178082,0.9046052631578947
2,xray,ULX,0.6923076923076923,0.6
3,xray,XRB,0.723404255319149,0.7816091954022989
4,xray,YSO,1.0,1.0
