,band_rem,class,precision,recall
0,X-ray variability,AGN,0.9444444444444444,0.9166666666666666
1,X-ray variability,STAR,0.9417808219178082,0.9046052631578947
2,X-ray variability,ULX,0.5714285714285714,0.5333333333333333
3,X-ray variability,XRB,0.660377358490566,0.8045977011494253
4,X-ray variability,YSO,1.0,1.0
