,band_rem,class,precision,recall
0,X-ray variability,AGN,0.9368932038834952,0.946078431372549
1,X-ray variability,STAR,0.9448275862068966,0.9013157894736842
2,X-ray variability,ULX,0.47058823529411764,0.5333333333333333
3,X-ray variability,XRB,0.7244897959183674,0.8160919540229885
4,X-ray variability,YSO,1.0,0.9411764705882353
