,band_rem,class,precision,recall
0,irac,AGN,0.9595959595959596,0.9313725490196079
1,irac,STAR,0.933993399339934,0.930921052631579
2,irac,ULX,0.5714285714285714,0.5333333333333333
3,irac,XRB,0.6770833333333334,0.7471264367816092
4,irac,YSO,1.0,0.9411764705882353
